input_text,target_text
"source target factuality: Mr. Fournier said that as Navigation Mixte chairman , he is prohibited by takeover regulations from organizing his own defense or doing anything besides managing current company business .","(AUTHOR, said, true); (AUTHOR, prohibited, unknown); (AUTHOR, organizing, unknown); (AUTHOR, doing, unknown); (AUTHOR, managing, unknown); (AUTHOR_Fournier, prohibited, true); (AUTHOR_Fournier, organizing, false); (AUTHOR_Fournier, doing, false); (AUTHOR_Fournier, managing, unknown)"
"source target factuality: So for Hong Kong , it 's time , as investment bankers like to say , to reposition .","(AUTHOR, time, true); (AUTHOR, reposition, unknown)"
"source target factuality: The profit gain was made despite a weakening in the housing market , for which the company is a supplier , and a strengthening in the dollar , which lowers the value of overseas earnings when they are translated into dollars .","(AUTHOR, made, true); (AUTHOR, weakening, true); (AUTHOR, strengthening, true); (AUTHOR, lowers, true)"
"source target factuality: As of Sept. 30 , the bank had assets of $ 511 million and deposits of $ 469 million , Security Pacific said .","(AUTHOR, said, true); (AUTHOR, had, unknown); (AUTHOR_Pacific, had, true)"
"source target factuality: That 's leaving small investors with cold feet , they said , and prompting institutions to take a reserved stance on the sidelines as well , at least until the market in New York settles down somewhat .","(AUTHOR, leaving, unknown); (AUTHOR, said, true); (AUTHOR, prompting, unknown); (AUTHOR, take, unknown); (AUTHOR, settles, unknown); (AUTHOR_they, leaving, true); (AUTHOR_they, prompting, true); (AUTHOR_they, take, unknown); (AUTHOR_they, settles, unknown)"
"source target factuality: WASHINGTON , March 12 ( Xinhua ) -- Poland , Hungary and the Czech Republic Friday formally joined NATO at a ceremony held in the city of Independence , Missouri .","(AUTHOR, joined, true); (AUTHOR, ceremony, true); (AUTHOR, held, true); (AUTHOR, joined, true); (AUTHOR, ceremony, true); (AUTHOR, held, true)"
"source target factuality: Then yesterday , he tried to entice Arab leaders with his proposal for a diplomatic solution linking his occupation of Kuwait with Israel 's occupation of the West Bank .","(AUTHOR, tried, true); (AUTHOR, entice, unknown); (AUTHOR, proposal, true); (AUTHOR, solution, unknown); (AUTHOR, linking, true); (AUTHOR, occupation, true); (AUTHOR, occupation, true)"
"source target factuality: In a stunning shift in direction , Provigo Inc. said it will sell all its non - food operations to concentrate solely on its retail and wholesale grocery business .","(AUTHOR, shift, true); (AUTHOR, said, true); (AUTHOR, sell, unknown); (AUTHOR, concentrate, unknown); (AUTHOR_Inc., sell, true); (AUTHOR_Inc., concentrate, true)"
"source target factuality: A major project is joint manufacturing of An-70 cargo planes , the Kremlin statement said .","(AUTHOR, manufacturing, unknown); (AUTHOR, said, true); (AUTHOR_statement, manufacturing, true)"
source target factuality: So Saddam Hussein on Friday tried to scare other Arab leaders into supporting him by calling on Arabs to rise up in a holy war against leaders who invited American and other Western soldiers into Saudi Arabia to protect the oil - rich kingdom .,"(AUTHOR, tried, true); (AUTHOR, scare, unknown); (AUTHOR, supporting, unknown); (AUTHOR, calling, true); (AUTHOR, rise, unknown); (AUTHOR, war, unknown); (AUTHOR, invited, true); (AUTHOR, protect, unknown)"
"source target factuality: "" He 's as likely to be in Boston , Massachusetts , as in Buffalo , New York . ""","(AUTHOR, be, unknown); (AUTHOR_DUMMY, be, unknown)"
"source target factuality: The stock 's decline accelerated in the past two weeks , from a price of $ 8 a share on Oct. 9 .","(AUTHOR, decline, true); (AUTHOR, $, true); (AUTHOR, accelerated, true)"
"source target factuality: That means the convictions stand , a ruling likely to send Keating 's lawyers back to state court where they must start over with a new appeal .","(AUTHOR, convictions, true); (AUTHOR, start, unknown); (AUTHOR, appeal, unknown); (AUTHOR, ruling, true); (AUTHOR, means, true); (AUTHOR, stand, true); (AUTHOR, send, ptrue)"
"source target factuality: Police found more than 1,300 pounds ( 600 kgs ) of fertilizer - based explosives Sunday in a shed in Dundalk , 50 miles ( 80 kms ) south of Belfast .","(AUTHOR, found, true)"
"source target factuality: The price of Columbia shares has been cut nearly in half since August , when they traded at about $ 10 , as investors apparently realized that the thrift would be forced to take a big write - down .","(AUTHOR, write, unknown); (AUTHOR, cut, true); (AUTHOR, traded, true); (AUTHOR, realized, ptrue); (AUTHOR, forced, true); (AUTHOR, take, true); (AUTHOR_investors, write, true); (AUTHOR_investors, forced, true); (AUTHOR_investors, take, true)"
"source target factuality: Northern Ireland 's biggest Protestant party , the Ulster Unionists , is threatening to push for Sinn Fein 's expulsion once again .","(AUTHOR, threatening, true); (AUTHOR, push, unknown); (AUTHOR, expulsion, unknown)"
"source target factuality: The two presidents on Friday signed the plan , which calls for cooperation in the metallurgy , fuel , energy , aircraft building , missile , space and chemical industries .","(AUTHOR, signed, true); (AUTHOR, calls, true); (AUTHOR, cooperation, unknown)"
"source target factuality: At the same time , the sheer size of the loss , coupled with a slowing of orders , made some securities analysts wonder just how strong that turnaround will be at the computer maker and defense - electronics concern .","(AUTHOR, loss, true); (AUTHOR, orders, true); (AUTHOR, made, true); (AUTHOR, wonder, true); (AUTHOR, strong, unknown); (AUTHOR_analysts, strong, unknown)"
"source target factuality: Lawrence Insurance also sold 3.2 million of its shares for $ 7.125 each to its parent , Lawrence Group Inc.","(AUTHOR, sold, true)"
source target factuality: Mr. Drabinsky could n't be reached for comment .,"(AUTHOR, reached, false)"
source target factuality: The directors added that the two executives have n't reached a final decision to proceed with a bid and that until an offer is made the board will continue seeking higher offers from other bidders .,"(AUTHOR, added, true); (AUTHOR, reached, unknown); (AUTHOR, decision, unknown); (AUTHOR, proceed, unknown); (AUTHOR, bid, unknown); (AUTHOR, offer, unknown); (AUTHOR, made, unknown); (AUTHOR, continue, unknown); (AUTHOR, seeking, unknown); (AUTHOR_directors, reached, false); (AUTHOR_directors, decision, unknown); (AUTHOR_directors, proceed, unknown); (AUTHOR_directors, bid, unknown); (AUTHOR_directors, offer, unknown); (AUTHOR_directors, made, unknown); (AUTHOR_directors, continue, true); (AUTHOR_directors, seeking, true)"
"source target factuality: Iraq is believed to have the ability to deliver chemical weapons in artillery shells or , perhaps , atop Soviet - made Frog7 missiles .","(AUTHOR, believed, true); (AUTHOR, have, ptrue); (AUTHOR, deliver, unknown); (AUTHOR_GEN, have, ptrue); (AUTHOR_GEN, deliver, unknown)"
"source target factuality: Interviews with three major fund groups -- Fidelity Investments , Vanguard Group Inc. and T. Rowe Price Associates Inc. -- confirm the trend .","(AUTHOR, Interviews, true); (AUTHOR, trend, true); (AUTHOR, confirm, true); (AUTHOR_Interviews, trend, true)"
"source target factuality: But they failed to sell these stocks to client investors , who were cautious about the sharp gains these issues made this week , the Wako official said .","(AUTHOR, failed, unknown); (AUTHOR, sell, unknown); (AUTHOR, made, unknown); (AUTHOR, said, true); (AUTHOR, cautious, unknown); (AUTHOR, gains, true); (AUTHOR_official, failed, true); (AUTHOR_official, sell, false); (AUTHOR_official, made, true); (AUTHOR_official, cautious, true); (AUTHOR_official, gains, true)"
"source target factuality: Friday , an FBI official said authorities are pursuing more than 400 tips but have not pinned down Kopp 's whereabouts .","(AUTHOR, said, true); (AUTHOR, pursuing, unknown); (AUTHOR, pinned, unknown); (AUTHOR_official, pursuing, true); (AUTHOR_official, pinned, false)"
"source target factuality: Many residents said abortion had gradually dwindled as a local issue since Operation Rescue , an anti - abortion group , started a series of largely unsuccessful "" Spring of Life "" demonstrations in 1992 intended to shut down abortion clinics and harass local doctors , including Slepian .","(AUTHOR, said, true); (AUTHOR, dwindled, unknown); (AUTHOR, started, true); (AUTHOR, demonstrations, true); (AUTHOR, intended, true); (AUTHOR, shut, unknown); (AUTHOR, harass, unknown); (AUTHOR_residents, dwindled, true); (AUTHOR_residents, started, true); (AUTHOR_residents, demonstrations, true); (AUTHOR_residents, intended, true); (AUTHOR_residents, shut, unknown); (AUTHOR_residents, harass, unknown)"
"source target factuality: Today , hundreds of people from the US began to arrive , including some Cuban Americans who left here when Castro came to power and are returning to Havana for the first time .","(AUTHOR, began, true); (AUTHOR, arrive, true); (AUTHOR, left, true); (AUTHOR, came, true); (AUTHOR, returning, true)"
"source target factuality: The company said its shipments declined as a result of a reduction in inventories by service centers , a lackluster automotive market and increasing competitive pressures in the construction market .","(AUTHOR, said, true); (AUTHOR, declined, unknown); (AUTHOR, reduction, unknown); (AUTHOR, increasing, unknown); (AUTHOR_company, declined, true); (AUTHOR_company, reduction, true); (AUTHOR_company, increasing, true)"
"source target factuality: Iraq has 17 million residents , and Kuwait about 1.9 million .","(AUTHOR, has, true)"
"source target factuality: Bush can call up to 200,000 reservists for up to 180 days without seeking congressional approval .","(AUTHOR, call, unknown); (AUTHOR, seeking, unknown); (AUTHOR, approval, unknown)"
"source target factuality: It 's followed by Stroh Brewery Co. , which has agreed to sell its assets to Coors .","(AUTHOR, followed, true); (AUTHOR, agreed, true); (AUTHOR, sell, unknown)"
"source target factuality: Yvon Bussieres was named senior executive vice president and chief operating officer of Provigo , a new position .","(AUTHOR, named, true)"
"source target factuality: In a letter , prosecutors told Mr. Antar 's lawyers that because of the recent Supreme Court rulings , they could expect that any fees collected from Mr. Antar may be seized .","(AUTHOR, told, true); (AUTHOR, expect, unknown); (AUTHOR, seized, unknown); (AUTHOR, rulings, true); (AUTHOR_prosecutors, expect, ptrue); (AUTHOR_prosecutors, rulings, true); (AUTHOR_they, seized, ptrue)"
"source target factuality: That , he said , is why Unisys is overhauling its whole business : It needs to prepare for a world in which profit margins will be lower than computer companies have been used to .","(AUTHOR, said, true); (AUTHOR, overhauling, true); (AUTHOR, needs, unknown); (AUTHOR, prepare, unknown); (AUTHOR, used, unknown); (AUTHOR, lower, unknown); (AUTHOR_he, overhauling, true); (AUTHOR_he, needs, true); (AUTHOR_he, prepare, unknown); (AUTHOR_he, used, true); (AUTHOR_he, lower, true)"
"source target factuality: Mr. Schwarz , 52 years old , will succeed Daniel P. Davison Feb. 1 , soon after Mr. Davison reaches the company 's mandatory retirement age of 65 .","(AUTHOR, succeed, true); (AUTHOR, reaches, true)"
"source target factuality: "" The main thing is to stop the oil from coming out of there . ""","(AUTHOR, stop, unknown); (AUTHOR, coming, unknown); (AUTHOR_DUMMY, stop, unknown); (AUTHOR_DUMMY, coming, true)"
"source target factuality: And at the big brokerage houses , after ten years of boom , they 're talking about layoffs .","(AUTHOR, boom, true); (AUTHOR, talking, true); (AUTHOR, layoffs, ptrue)"
"source target factuality: Nhek Bunchhay , evading an intensive manhunt , made his way to O'Smach , the last major outpost held by Ranariddh 's forces .","(AUTHOR, evading, true); (AUTHOR, manhunt, true); (AUTHOR, made, true)"
"source target factuality: Even so , on the secretary of state 's plane carrying Albright and the three foreign ministers to the ceremony Friday , the ministers were asked whether they could ever foresee Russia as a member of NATO .","(AUTHOR, ceremony, true); (AUTHOR, asked, true); (AUTHOR, foresee, unknown); (AUTHOR_GEN, foresee, unknown)"
"source target factuality: In Kuwait , the Iraqis have rimmed the capital city with an air - defense system , according to a U.S. official who spoke on the condition of anonymity .","(AUTHOR, rimmed, unknown); (AUTHOR, according, true); (AUTHOR_official, rimmed, true)"
"source target factuality: The Iraqi leader , in an "" initiative "" designed as much to rally Arab public opinion as to launch meaningful negotiations , announced yesterday that he will withdraw his troops from Kuwait only if Israel withdraws from the West Bank and Syria from Lebanon .","(AUTHOR, initiative, true); (AUTHOR, designed, true); (AUTHOR, rally, unknown); (AUTHOR, opinion, unknown); (AUTHOR, launch, unknown); (AUTHOR, negotiations, unknown); (AUTHOR, announced, true); (AUTHOR, withdraw, unknown); (AUTHOR, withdraws, unknown); (AUTHOR_leader, withdraw, unknown); (AUTHOR_leader, withdraws, unknown)"
source target factuality: New York State double - jeopardy laws would make it difficult to prosecute a suspect who had been found not guilty at a federal trial .,"(AUTHOR, make, true); (AUTHOR, prosecute, unknown); (AUTHOR, found, unknown)"
"source target factuality: In Tokyo , stocks closed lower but above intraday lows in active trading .","(AUTHOR, lower, true); (AUTHOR, closed, true)"
source target factuality: Some experts now predict Anheuser 's entry into the fray means near - term earnings trouble for all the industry players .,"(AUTHOR, predict, true); (AUTHOR, entry, true); (AUTHOR, fray, true); (AUTHOR, means, unknown); (AUTHOR, trouble, unknown); (AUTHOR_experts, entry, true); (AUTHOR_experts, fray, true); (AUTHOR_experts, means, ptrue); (AUTHOR_experts, trouble, ptrue)"
"source target factuality: And in Prague , Czech Republic , President Vaclav Havel said in a statement , "" Never have we been part of such a broad , solid and binding security alliance which at the same time respects in its essence the sovereignty and will of our nation . ""","(AUTHOR, said, true); (AUTHOR, statement, true); (AUTHOR, been, unknown); (AUTHOR, respects, unknown); (AUTHOR, sovereignty, unknown); (AUTHOR, will, unknown); (AUTHOR_Havel, been, false); (AUTHOR_Havel, respects, true); (AUTHOR_Havel, sovereignty, true); (AUTHOR_Havel, will, true)"
"source target factuality: Reviewing the company 's scrape with disaster , Mr. Price conceded it had tried to do too much on its own .","(AUTHOR, Reviewing, true); (AUTHOR, scrape, true); (AUTHOR, conceded, true); (AUTHOR, tried, true); (AUTHOR, do, unknown); (AUTHOR_Price, tried, true); (AUTHOR_Price, do, unknown)"
"source target factuality: The two were removed from the list after Libyan leader Moammar Gadhafi agreed in April to hand them over for trial in the Netherlands , a neutral venue .","(AUTHOR, removed, true); (AUTHOR, agreed, true); (AUTHOR, hand, unknown)"
source target factuality: Sales increased in the quarter ended Sept. 30 to $ 747.8 million from $ 623.5 million a year ago .,"(AUTHOR, increased, true); (AUTHOR, ended, true); (AUTHOR, $, true); (AUTHOR, $, true)"
"source target factuality: In the fibers segment , profit rose to $ 180 million from $ 155 million , a gain Du Pont attributed to higher demand in the U.S. for most textile products .","(AUTHOR, $, true); (AUTHOR, $, true); (AUTHOR, rose, true); (AUTHOR, attributed, true); (AUTHOR, demand, unknown); (AUTHOR_Pont, demand, true)"
"source target factuality: Slepian , 52 , and the father of four boys , was shot to death at 10 p.m. as he stood chatting with his wife in the kitchen of their home in an affluent enclave in Amherst , which is the largest Buffalo suburb .","(AUTHOR, shot, true); (AUTHOR, stood, true); (AUTHOR, chatting, true); (AUTHOR, is, true)"
"source target factuality: It was the first time that Ritter , who arrived Thursday with some 50 inspectors for a tour likely to last over a week , had been allowed to carry out an inspection since Jan. 13 .","(AUTHOR, arrived, true); (AUTHOR, tour, true); (AUTHOR, last, ptrue); (AUTHOR, allowed, true); (AUTHOR, carry, unknown); (AUTHOR, inspection, true)"
"source target factuality: Through Oct. 19 , high - yield funds had an average 0.85 % total return ( the price change plus dividends on fund shares ) , according to Lipper Analytical Services Inc.","(AUTHOR, had, unknown); (AUTHOR, according, true); (AUTHOR_Inc., had, true)"
"source target factuality: The Saudis even have in their possession 48 Kuwaiti jet fighters , virtually the entire Kuwaiti air force , which managed to escape the Iraqi invasion , Saudi officials said .","(AUTHOR, possession, unknown); (AUTHOR, managed, unknown); (AUTHOR, escape, unknown); (AUTHOR, invasion, true); (AUTHOR, said, true); (AUTHOR_officials, possession, true); (AUTHOR_officials, managed, true); (AUTHOR_officials, escape, true); (AUTHOR_officials, invasion, true)"
"source target factuality: Coast Savings Financial Inc. reported a third - quarter loss , citing a previously announced capital restructuring program .","(AUTHOR, reported, true); (AUTHOR, citing, true); (AUTHOR, loss, unknown); (AUTHOR_Inc., loss, true)"
source target factuality: Pol Pot is considered responsible for the radical policies that led to the deaths of as many as 1.7 million Cambodians when the communist group held power in the late 1970s .,"(AUTHOR, responsible, unknown); (AUTHOR, policies, true); (AUTHOR, considered, true); (AUTHOR, led, true); (AUTHOR, deaths, true); (AUTHOR, held, true); (AUTHOR_GEN, responsible, true)"
"source target factuality: He said he received information from Khmer Rouge guerrillas on where the body had been buried , and recently ordered 10 of his men from a force of 500 near Khmer Rouge headquarters in Anlong Veng to conduct the search .","(AUTHOR, conduct, unknown); (AUTHOR, said, true); (AUTHOR, received, unknown); (AUTHOR, buried, true); (AUTHOR, ordered, unknown); (AUTHOR, search, true); (AUTHOR_He, conduct, unknown); (AUTHOR_He, received, true); (AUTHOR_He, buried, true); (AUTHOR_He, ordered, true); (AUTHOR_He, search, true)"
"source target factuality: "" This is a guy who is impulsive , and therefore capable of big miscalculations , "" says one senior administration official involved in managing the crisis .","(AUTHOR, miscalculations, unknown); (AUTHOR, says, true); (AUTHOR, involved, true); (AUTHOR, managing, true); (AUTHOR, crisis, true); (AUTHOR_official, miscalculations, unknown)"
source target factuality: and the T. Rowe Price fund edged up 0.66 % .,"(AUTHOR, edged, true)"
"source target factuality: Orkem , France 's third - largest chemical group , said it would fund the acquisition through internal resources .","(AUTHOR, said, true); (AUTHOR, fund, unknown); (AUTHOR, acquisition, unknown); (AUTHOR_Orkem, fund, true); (AUTHOR_Orkem, acquisition, true)"
source target factuality: They are n't being allowed to leave and could become hostages .,"(AUTHOR, allowed, false); (AUTHOR, leave, unknown); (AUTHOR, become, ptrue)"
"source target factuality: The British chemical and textile company 's plan , which requires shareholder approval , would create a new , listed U.K. stock with a probable market capitalization between # 300 million ( $ 473 million ) and # 400 million , analysts said .","(AUTHOR, create, unknown); (AUTHOR, said, true); (AUTHOR_analysts, create, true)"
source target factuality: The demand for workers also led employers to raise wages again last month .,"(AUTHOR, raise, true); (AUTHOR, demand, true); (AUTHOR, led, true)"
"source target factuality: Protesters from several Catholic communities crowded into Portadown 's Catholic Garvaghy Road to hear speakers demand negotiations with Orange Order leaders , and pledge to participate in each others ' road - blocking protests this summer .","(AUTHOR, pledge, true); (AUTHOR, crowded, true); (AUTHOR, hear, true); (AUTHOR, demand, true); (AUTHOR, negotiations, unknown); (AUTHOR, participate, unknown); (AUTHOR, protests, true)"
"source target factuality: At the Harry Truman Library in Independence , the three foreign ministers of Bronislaw Geremek of Poland , Janos Martonyi of Hungary and Jan Kavan of the Czech Republic signed formal documents of accession .","(AUTHOR, signed, true)"
source target factuality: They 'll see images of the Pope with Fidel Castro .,"(AUTHOR, see, true)"
source target factuality: The quarterly results also reflected $ 21.4 million in non - recurring losses from commercial real - estate activities in California .,"(AUTHOR, losses, true); (AUTHOR, results, true); (AUTHOR, reflected, true); (AUTHOR, activities, true)"
source target factuality: The proposal also called for replacing American and other Western troops in Saudi Arabia with Arab forces .,"(AUTHOR, proposal, true); (AUTHOR, called, true); (AUTHOR, replacing, unknown)"
"source target factuality: William C. Walbrecher Jr. , an executive at San Francisco - based 1st Nationwide Bank , was named president and chief executive officer of Citadel Holding Corp. and its principal operating unit , Fidelity Federal Bank .","(AUTHOR, named, true)"
source target factuality: He indicated that some assets might be sold off to service the debt .,"(AUTHOR, indicated, true); (AUTHOR, sold, unknown); (AUTHOR, service, unknown); (AUTHOR_He, sold, ptrue); (AUTHOR_He, service, ptrue)"
"source target factuality: In January , a week after the 25th anniversary of the Roe vs. Wade Supreme Court decision , a clinic bombing in Birmingham , Ala. , killed a security guard and severely wounded a nurse .","(AUTHOR, anniversary, true); (AUTHOR, bombing, true); (AUTHOR, killed, true); (AUTHOR, wounded, true)"
"source target factuality: The Jordanian monarch met this week with Saddam , but he told reporters he had no message from Baghdad .","(AUTHOR, met, true); (AUTHOR, told, true); (AUTHOR, message, unknown); (AUTHOR_he, message, false)"
"source target factuality: People have predicted his demise so many times , and the US has tried to hasten it on several occasions .","(AUTHOR, predicted, true); (AUTHOR, tried, true); (AUTHOR, hasten, unknown); (AUTHOR, demise, unknown); (AUTHOR_People, demise, ptrue)"
"source target factuality: An international land , sea and air force has mobilized since Iraq 's invasion , which was sparked by disputes over oil , land and repayment of war loans .","(AUTHOR, invasion, true); (AUTHOR, disputes, true); (AUTHOR, mobilized, true); (AUTHOR, sparked, true)"
"source target factuality: The Dow Jones Industrial Average tumbled 39.55 points , to 2613.73 , in active trading .","(AUTHOR, tumbled, true); (AUTHOR, 2613.73, true)"
source target factuality: He attributed the unusually high volume to broad - based selling on fears that the Thatcher government may be in turmoil and Britain 's Labor Party positioned to regain control of the government and renew efforts at nationalization .,"(AUTHOR, volume, true); (AUTHOR, fears, unknown); (AUTHOR, control, unknown); (AUTHOR, selling, true); (AUTHOR, renew, unknown); (AUTHOR, efforts, unknown); (AUTHOR, attributed, true); (AUTHOR, positioned, unknown); (AUTHOR, regain, unknown); (AUTHOR, nationalization, unknown); (AUTHOR_GEN, control, unknown); (AUTHOR_GEN, renew, unknown); (AUTHOR_GEN, efforts, unknown); (AUTHOR_GEN, positioned, unknown); (AUTHOR_GEN, regain, unknown); (AUTHOR_GEN, nationalization, unknown); (AUTHOR_He, volume, true); (AUTHOR_He, fears, true); (AUTHOR_He, control, unknown); (AUTHOR_He, selling, true); (AUTHOR_He, renew, ptrue); (AUTHOR_He, efforts, unknown); (AUTHOR_He, positioned, ptrue); (AUTHOR_He, regain, ptrue); (AUTHOR_He, nationalization, unknown); (AUTHOR_He_GEN, control, ptrue); (AUTHOR_He_GEN, renew, ptrue); (AUTHOR_He_GEN, efforts, ptrue); (AUTHOR_He_GEN, positioned, ptrue); (AUTHOR_He_GEN, regain, ptrue); (AUTHOR_He_GEN, nationalization, ptrue)"
"source target factuality: Kopp remains at - large and police admit that despite a worldwide search and a $ 1 million reward , they do n't know where he is .","(AUTHOR, remains, true); (AUTHOR, admit, true); (AUTHOR, search, true); (AUTHOR, know, false); (AUTHOR, is, true); (AUTHOR_police, search, true); (AUTHOR_police, know, false); (AUTHOR_they, is, true)"
"source target factuality: Kopp also has been linked , through DNA testing , to a strand of hair found near where the sniper fired , law enforcement sources have said .","(AUTHOR, linked, unknown); (AUTHOR, found, unknown); (AUTHOR, fired, true); (AUTHOR, said, true); (AUTHOR_sources, linked, true); (AUTHOR_sources, found, true); (AUTHOR_sources, fired, true); (AUTHOR, linked, unknown); (AUTHOR, found, unknown); (AUTHOR, fired, unknown); (AUTHOR, said, true); (AUTHOR_sources, linked, true); (AUTHOR_sources, found, true); (AUTHOR_sources, fired, true)"
source target factuality: President Clinton welcomed the job figures at a news conference Friday .,"(AUTHOR, welcomed, true); (AUTHOR, conference, true)"
source target factuality: The tentative pact would resolve part of a broad investigation of the Atlanta - based company in the past year .,"(AUTHOR, pact, ptrue); (AUTHOR, resolve, unknown); (AUTHOR, investigation, true)"
"source target factuality: Previously , Columbia did n't have to adjust the book value of its junk - bond holdings to reflect declines in market prices , because it held the bonds as long - term investments .","(AUTHOR, declines, true); (AUTHOR, adjust, unknown); (AUTHOR, reflect, unknown); (AUTHOR, held, true)"
"source target factuality: Mr. Roberts continues as treasurer , and Mr. Wonham remains responsible for the offices of comptroller , planning , marketing and general services .","(AUTHOR, treasurer, true); (AUTHOR, responsible, true); (AUTHOR, continues, true); (AUTHOR, remains, true)"
"source target factuality: Donald M. Roberts , 54 , treasurer , and Frederick S. Wonham , 58 , who takes responsibility for the funds - service group , were named vice chairmen and will serve in the office of the chairman .","(AUTHOR, named, true); (AUTHOR, serve, true)"
"source target factuality: The U.S. maintains that under the U.N. charter , the Kuwaiti request triggers steps for the collective enforcement of international sanctions .","(AUTHOR, maintains, true); (AUTHOR, request, true); (AUTHOR, triggers, unknown); (AUTHOR, enforcement, unknown); (AUTHOR, sanctions, unknown); (AUTHOR_U.S., request, true); (AUTHOR_U.S., triggers, true); (AUTHOR_U.S., enforcement, unknown); (AUTHOR_U.S., sanctions, true)"
"source target factuality: For one thing , Iraq still apparently has n't unleashed its stockpile of chemical weapons .","(AUTHOR, unleashed, pfalse)"
"source target factuality: Mr. Stronach will direct an effort to reduce overhead and curb capital spending "" until a more satisfactory level of profit is achieved and maintained , "" Magna said .","(AUTHOR, reduce, unknown); (AUTHOR, curb, unknown); (AUTHOR, spending, true); (AUTHOR, achieved, unknown); (AUTHOR, maintained, unknown); (AUTHOR, said, true); (AUTHOR, direct, unknown); (AUTHOR, effort, unknown); (AUTHOR_Magna, reduce, unknown); (AUTHOR_Magna, curb, unknown); (AUTHOR_Magna, spending, true); (AUTHOR_Magna, achieved, unknown); (AUTHOR_Magna, maintained, unknown); (AUTHOR_Magna, direct, true); (AUTHOR_Magna, effort, true)"
source target factuality: Investigators said Kopp 's car was seen in the neighborhood in the days before the slaying .,"(AUTHOR, said, true); (AUTHOR, seen, unknown); (AUTHOR, slaying, true); (AUTHOR_Investigators, seen, true); (AUTHOR_Investigators, slaying, true)"
"source target factuality: In the year - earlier period , the company had net of $ 77.2 million , or $ 3.68 a share , and a tax credit of $ 7.7 million .","(AUTHOR, net, true); (AUTHOR, credit, true)"
"source target factuality: In Kosovo , where the Yugoslav leader , Slobodan Milosevic , is resisting the deployment of NATO - led troops , including 4,000 U.S. soldiers , Albright insisted that NATO was the best tool to enforce a peace settlement .","(AUTHOR, resisting, true); (AUTHOR, deployment, unknown); (AUTHOR, insisted, true); (AUTHOR, was, unknown); (AUTHOR, enforce, unknown); (AUTHOR, settlement, unknown); (AUTHOR_Albright, was, true); (AUTHOR_Albright, enforce, unknown); (AUTHOR_Albright, settlement, unknown)"
"source target factuality: She said Rabin 's murder was "" a black stain on Israel , "" Israel radio and Israel army radio reported .","(AUTHOR, said, unknown); (AUTHOR, murder, true); (AUTHOR, reported, true); (AUTHOR_radio, said, true); (AUTHOR_She, murder, true)"
source target factuality: Iraq alleged Ritter was an American spy whose team had a disproportionately high number of Americans and Britons .,"(AUTHOR, alleged, true)"
"source target factuality: The offer , advertised in today 's editions of The Wall Street Journal , is scheduled to expire at the end of November .","(AUTHOR, offer, true); (AUTHOR, advertised, true); (AUTHOR, scheduled, true); (AUTHOR, expire, true)"
"source target factuality: Stephen Akerfeldt , currently vice president finance , will succeed Mr. McAlpine .","(AUTHOR, succeed, true)"
source target factuality: Mr. Antar was charged last month in a civil suit filed in federal court in Newark by the Securities and Exchange Commission .,"(AUTHOR, charged, true); (AUTHOR, suit, true); (AUTHOR, filed, true)"
"source target factuality: We are Irish citizens , living in our own country , "" Adams said , adding : "" Nationalists want to move towards Irish unity and see this process as a bridge in that direction . ""","(AUTHOR, living, unknown); (AUTHOR, said, true); (AUTHOR, adding, true); (AUTHOR, want, unknown); (AUTHOR, move, unknown); (AUTHOR_Adams, living, true); (AUTHOR_Adams, want, true); (AUTHOR_Adams, move, unknown)"
"source target factuality: In Hungary , NATO members ' flags were raised outside the Defense Ministry .","(AUTHOR, raised, true)"
"source target factuality: His advisers said the results reflected not just from balancing the budget , but also initiatives like improved access to education and training and the opening of foreign markets to trade .","(AUTHOR, said, true); (AUTHOR, balancing, unknown); (AUTHOR, reflected, unknown); (AUTHOR, initiatives, unknown); (AUTHOR_advisers, balancing, true); (AUTHOR_advisers, reflected, true); (AUTHOR_advisers, initiatives, true)"
source target factuality: The results include a $ 130.2 million write - down of the securities in the high - yield portfolio to the lower of their cost or market value .,"(AUTHOR, write, true); (AUTHOR, results, true)"
"source target factuality: Inspector Keith MacCaskill of the Winnipeg Police Service , a Canadian member of a law - enforcement task force investigating all five of the shootings , said he had never heard of the men .","(AUTHOR, investigating, true); (AUTHOR, shootings, true); (AUTHOR, said, true); (AUTHOR, heard, unknown); (AUTHOR_MacCaskill, shootings, true); (AUTHOR_MacCaskill, heard, false)"
"source target factuality: He said the company has no intention of tapping its short - term bank lines "" for a good part of 1990 . ""","(AUTHOR, intention, unknown); (AUTHOR, said, true); (AUTHOR, has, unknown); (AUTHOR, tapping, unknown); (AUTHOR_He, intention, false); (AUTHOR_He, has, false); (AUTHOR_He, tapping, pfalse)"
"source target factuality: In the 1989 period also , interest expense and tax rates were lower than a year ago .","(AUTHOR, rates, true); (AUTHOR, lower, true)"
"source target factuality: Meanwhile , personal income edged up 0.3 % .","(AUTHOR, edged, true)"
"source target factuality: Just over an hour later , he was declared dead at nearby Millard Fillmore Suburban Hospital .","(AUTHOR, declared, true)"
